BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,Pinza,Right
2,-7.5,9.6,44,WineBottle,Left
3,-7,9.6,56,CoffeeMachine,Left
4,-1,9.6,57,Router,Right
5,5,9.6,55,FireExtinguisher,Right
6,7.25,9.6,50,Toothpaste,Left

