"Item" "Order" "SubjectNo" "Room"
"Pineapple" 1 "P45" "Bedroom"
"Grape" 2 "P45" "Bedroom"
"Mouse" 3 "P45" "Bedroom"
"MilkCarton" 4 "P45" "Bedroom"
"Teacup" 5 "P45" "Bedroom"
"Cabbaage" 6 "P45" "Bedroom"
"Avocado" 1 "P45" "Classroom"
"SaltSub" 2 "P45" "Classroom"
"MokeExpress" 3 "P45" "Classroom"
"Openner" 4 "P45" "Classroom"
"Toaster" 5 "P45" "Classroom"
"RugbyBall" 6 "P45" "Classroom"
"Stapler" 1 "P45" "Gym"
"Paprika" 2 "P45" "Gym"
"EggBeater" 3 "P45" "Gym"
"BaseballBat" 4 "P45" "Gym"
"OfficeBin" 5 "P45" "Gym"
"Muffin" 6 "P45" "Gym"
"Typewriter" 1 "P45" "Library"
"JBLSpeaker" 2 "P45" "Library"
"HandDrill" 3 "P45" "Library"
"Squeezer" 4 "P45" "Library"
"CleaningBucket" 5 "P45" "Library"
"Mushroom" 6 "P45" "Library"
"Apple" 1 "P45" "LivingRoom"
"Headphones" 2 "P45" "LivingRoom"
"NikonCamera" 3 "P45" "LivingRoom"
"HTCViveController" 4 "P45" "LivingRoom"
"Kettle" 5 "P45" "LivingRoom"
"Controller" 6 "P45" "LivingRoom"
"PencilSharpener" 1 "P45" "StorageRoom"
"Calculator" 2 "P45" "StorageRoom"
"MechanicalGloves" 3 "P45" "StorageRoom"
"Spoons" 4 "P45" "StorageRoom"
"PiggyBank" 5 "P45" "StorageRoom"
"Padella" 6 "P45" "StorageRoom"
