Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Classroom,Squeezer,5.685662,0.3,14.9017
Classroom,Mushroom,-6.807419,0.3,5.827106
Classroom,Padella,3.491264,0.3,5.446416
Classroom,HandDrill,-4.173925,0.3,13.41921
Classroom,HTCViveController,-6.885329,0.3,13.53574
Classroom,NikonCamera,5.721577,0.3,10.01019

