Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,-6.685581,1.800002,15.22646
Bedroom,-3.962337,0.3099999,7.65246
Bedroom,6.110898,0.3100008,15.20971
Bedroom,-7.81612,0.3100003,7.659642
Bedroom,-0.4038358,0.3099993,2.124266
Bedroom,6.220223,0.3099991,1.203746

