BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Mouse,Left
2,-7.25,9.6,49.5,Openner,Left
3,7,9.6,58,PiggyBank,Left
4,7,9.6,50.5,Apple,Left
5,-3,9.6,55,Avocado,Left
6,4.7,11.871,51,Pineapple,Right

