BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,BaseballBat,Left
2,-1,9.6,57,Typewriter,Left
3,-7,9.6,56,RugbyBall,Left
4,-7.5,9.6,44,Padella,Left
5,0.8,9.6,44.2,Spoons,Right
6,5,9.6,55,OfficeBin,Right

