Room,OutsideDuration,InsideDuration
KTV,26.15501,18.58428
Classroom,25.60524,29.15465
StorageRoom,25.33088,33.06524
Museum,28.5473,33.04572
Bedroom,24.69858,34.98295
Lounge,25.62669,26.34622
Kindergarten,25.14445,45.80555
Library,27.25914,35.29273
Office,24.98004,26.54173
LivingRoom,26.10259,13.81345
ArtStudio,25.72903,28.9616
MeetingRoom,25.27794,12.15894
Cafe,33.37911,21.96866
Gym,24.14711,13.99722
SPA,27.32244,17.88693
Kitchen,24.95111,13.41632

