"Item" "Order" "SubjectNo" "Room"
"HTCViveController" 1 "P66" "Bedroom"
"HandDrill" 2 "P66" "Bedroom"
"NikonCamera" 3 "P66" "Bedroom"
"PiggyBank" 4 "P66" "Bedroom"
"Typewriter" 5 "P66" "Bedroom"
"OfficeBin" 6 "P66" "Bedroom"
"Kettle" 1 "P66" "Classroom"
"JBLSpeaker" 2 "P66" "Classroom"
"MokeExpress" 3 "P66" "Classroom"
"Grape" 4 "P66" "Classroom"
"Padella" 5 "P66" "Classroom"
"Controller" 6 "P66" "Classroom"
"MilkCarton" 1 "P66" "Gym"
"Headphones" 2 "P66" "Gym"
"CleaningBucket" 3 "P66" "Gym"
"BaseballBat" 4 "P66" "Gym"
"Muffin" 5 "P66" "Gym"
"Openner" 6 "P66" "Gym"
"Mouse" 1 "P66" "Library"
"Cabbaage" 2 "P66" "Library"
"Avocado" 3 "P66" "Library"
"EggBeater" 4 "P66" "Library"
"RugbyBall" 5 "P66" "Library"
"Pineapple" 6 "P66" "Library"
"MechanicalGloves" 1 "P66" "LivingRoom"
"Spoons" 2 "P66" "LivingRoom"
"PencilSharpener" 3 "P66" "LivingRoom"
"Teacup" 4 "P66" "LivingRoom"
"Toaster" 5 "P66" "LivingRoom"
"Calculator" 6 "P66" "LivingRoom"
"Mushroom" 1 "P66" "StorageRoom"
"SaltSub" 2 "P66" "StorageRoom"
"Stapler" 3 "P66" "StorageRoom"
"Apple" 4 "P66" "StorageRoom"
"Squeezer" 5 "P66" "StorageRoom"
"Paprika" 6 "P66" "StorageRoom"
