Room,OutsideDuration,InsideDuration
LivingRoom,27.77002,162.1384
Bedroom,25.70113,92.80518
Library,22.612,90.3151
Gym,22.86609,83.19648
StorageRoom,23.24272,68.00157
Classroom,23.8813,60.24002

