BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Spoons,Right
2,-2.25,9.6,53,Mushroom,Left
3,-7,9.6,58,SaltSub,Right
4,1.6,12.55,56.7,PiggyBank,Left
5,6,9.6,51.8,PencilSharpener,Right
6,-7,11.02,49.5,CleaningBucket,Right

