BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,CokeCan,Right
2,-7.5,9.6,44,Recorder,Right
3,-7,9.6,56,MobilePhone,Right
4,-1,9.6,57,Pumpkin,Left
5,5,9.6,55,Pinza,Left
6,7.25,9.6,50,Laptop,Left

