BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,StrawberryDonut,Left
2,-7.5,9.6,44,FirstAidKit,Left
3,-4.75,9.6,53.5,Official hat,Left
4,3.5,11.2,58.5,TennisBall,Left
5,7.5,9.6,54.5,Clamps,Right
6,5,9.6,48,Glasses,Right

