"Item" "Order" "SubjectNo" "Room"
"Kettle" 1 "P71" "Bedroom"
"Mushroom" 2 "P71" "Bedroom"
"OfficeBin" 3 "P71" "Bedroom"
"PencilSharpener" 4 "P71" "Bedroom"
"HandDrill" 5 "P71" "Bedroom"
"Padella" 6 "P71" "Bedroom"
"Calculator" 1 "P71" "Classroom"
"Apple" 2 "P71" "Classroom"
"Pineapple" 3 "P71" "Classroom"
"Grape" 4 "P71" "Classroom"
"BaseballBat" 5 "P71" "Classroom"
"Typewriter" 6 "P71" "Classroom"
"SaltSub" 1 "P71" "Gym"
"MechanicalGloves" 2 "P71" "Gym"
"Teacup" 3 "P71" "Gym"
"HTCViveController" 4 "P71" "Gym"
"Stapler" 5 "P71" "Gym"
"CleaningBucket" 6 "P71" "Gym"
"MokeExpress" 1 "P71" "Library"
"JBLSpeaker" 2 "P71" "Library"
"EggBeater" 3 "P71" "Library"
"NikonCamera" 4 "P71" "Library"
"RugbyBall" 5 "P71" "Library"
"Muffin" 6 "P71" "Library"
"Squeezer" 1 "P71" "LivingRoom"
"Avocado" 2 "P71" "LivingRoom"
"Controller" 3 "P71" "LivingRoom"
"Spoons" 4 "P71" "LivingRoom"
"Cabbaage" 5 "P71" "LivingRoom"
"Headphones" 6 "P71" "LivingRoom"
"PiggyBank" 1 "P71" "StorageRoom"
"Toaster" 2 "P71" "StorageRoom"
"Mouse" 3 "P71" "StorageRoom"
"Paprika" 4 "P71" "StorageRoom"
"MilkCarton" 5 "P71" "StorageRoom"
"Openner" 6 "P71" "StorageRoom"
