BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Typewriter,Right
2,-7.25,9.6,49.5,Paprika,Left
3,-3,9.6,55,Squeezer,Left
4,7,9.6,58,Avocado,Left
5,4.7,11.871,51,MokeExpress,Left
6,7,9.6,50.5,BaseballBat,Right

