BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,NikonCamera,Right
2,-2.95,9.6,53,Mushroom,Right
3,-0.5,9.6,58,HandDrill,Left
4,7.5,11.02,58,Teacup,Left
5,-1,12.5,57,Toaster,Left
6,5.5,9.6,50.25,MokeExpress,Left

