"Item" "Order" "SubjectNo" "Room"
"MilkCarton" 1 "P19" "Bedroom"
"Pineapple" 2 "P19" "Bedroom"
"Squeezer" 3 "P19" "Bedroom"
"BaseballBat" 4 "P19" "Bedroom"
"Stapler" 5 "P19" "Bedroom"
"Apple" 6 "P19" "Bedroom"
"Calculator" 1 "P19" "Classroom"
"JBLSpeaker" 2 "P19" "Classroom"
"Openner" 3 "P19" "Classroom"
"Padella" 4 "P19" "Classroom"
"Kettle" 5 "P19" "Classroom"
"MokeExpress" 6 "P19" "Classroom"
"Cabbaage" 1 "P19" "Gym"
"PencilSharpener" 2 "P19" "Gym"
"Paprika" 3 "P19" "Gym"
"Avocado" 4 "P19" "Gym"
"Headphones" 5 "P19" "Gym"
"Muffin" 6 "P19" "Gym"
"NikonCamera" 1 "P19" "Library"
"MechanicalGloves" 2 "P19" "Library"
"Teacup" 3 "P19" "Library"
"HandDrill" 4 "P19" "Library"
"CleaningBucket" 5 "P19" "Library"
"Typewriter" 6 "P19" "Library"
"Mouse" 1 "P19" "LivingRoom"
"Controller" 2 "P19" "LivingRoom"
"Toaster" 3 "P19" "LivingRoom"
"RugbyBall" 4 "P19" "LivingRoom"
"Grape" 5 "P19" "LivingRoom"
"SaltSub" 6 "P19" "LivingRoom"
"Mushroom" 1 "P19" "StorageRoom"
"OfficeBin" 2 "P19" "StorageRoom"
"PiggyBank" 3 "P19" "StorageRoom"
"HTCViveController" 4 "P19" "StorageRoom"
"EggBeater" 5 "P19" "StorageRoom"
"Spoons" 6 "P19" "StorageRoom"
