Room,OutsideDuration,InsideDuration
StorageRoom,22.53752,126.2307
Bedroom,22.17556,72.89178
Library,21.79582,76.80272
Classroom,20.71347,71.88103
Gym,25.80252,76.91714
LivingRoom,21.72276,82.50436

