BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.4,9.6,52.25,Clamps,Right
2,2.2,9.6,49,TennisBall,Left
3,-5.25,9.6,43.75,Laptop,Right
4,7,9.6,52,Canister,Right
5,7.5,9.6,58,Hammer,Left
6,-3.66,9.6,57.675,Official hat,Left

