"SubjectNo","Context","Group","CurRating","RoomOrder","Duration","SFHit","SHit","SrcHit","SFFalse","SFalse","SrcFalse","SFAcc","SAcc","SrcAcc"
"P13","Bedroom","Familiar",4,"First",NA,0.666666666666667,0.333333333333333,0.166666666666667,0.611111111111111,0.166666666666667,0.0555555555555556,0.0555555555555555,0.166666666666667,0.111111111111111
"P13","Classroom","Familiar",4,"Second",NA,1,0.666666666666667,0.5,0.611111111111111,0.166666666666667,0.0555555555555556,0.388888888888889,0.5,0.444444444444444
"P13","Gym","Familiar",3,"Second",NA,0.833333333333333,0.333333333333333,0.5,0.611111111111111,0.166666666666667,0.0555555555555556,0.222222222222222,0.166666666666667,0.444444444444444
"P13","Library","Novel",6,"First",NA,0.833333333333333,0.666666666666667,0.166666666666667,0.611111111111111,0.166666666666667,0.0555555555555556,0.222222222222222,0.5,0.111111111111111
"P13","LivingRoom","Novel",7,"Second",NA,0.666666666666667,0.333333333333333,0.166666666666667,0.611111111111111,0.166666666666667,0.0555555555555556,0.0555555555555555,0.166666666666667,0.111111111111111
"P13","StorageRoom","Novel",7,"First",NA,0.666666666666667,0.5,0.166666666666667,0.611111111111111,0.166666666666667,0.0555555555555556,0.0555555555555555,0.333333333333333,0.111111111111111
"P14","Bedroom","Familiar",5,"Second",NA,0.666666666666667,0.5,0.333333333333333,0.222222222222222,0.111111111111111,0.0740740740740741,0.444444444444444,0.388888888888889,0.259259259259259
"P14","Classroom","Familiar",3,"Second",NA,0.333333333333333,0.166666666666667,0.166666666666667,0.222222222222222,0.111111111111111,0.0740740740740741,0.111111111111111,0.0555555555555556,0.0925925925925926
"P14","Gym","Familiar",4,"Second",NA,0.5,0.333333333333333,0.166666666666667,0.222222222222222,0.111111111111111,0.0740740740740741,0.277777777777778,0.222222222222222,0.0925925925925926
"P14","Library","Novel",7,"First",NA,0.833333333333333,0.833333333333333,0.166666666666667,0.222222222222222,0.111111111111111,0.0740740740740741,0.611111111111111,0.722222222222222,0.0925925925925926
"P14","LivingRoom","Novel",7,"First",NA,0.833333333333333,0.666666666666667,0.5,0.222222222222222,0.111111111111111,0.0740740740740741,0.611111111111111,0.555555555555556,0.425925925925926
"P14","StorageRoom","Novel",6,"First",NA,0.833333333333333,0.333333333333333,0,0.222222222222222,0.111111111111111,0.0740740740740741,0.611111111111111,0.222222222222222,-0.0740740740740741
"P15","Bedroom","Familiar",4,"First",NA,0.5,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667
"P15","Classroom","Familiar",1,"Second",NA,0.833333333333333,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.5
"P15","Gym","Familiar",4,"Second",NA,0.5,0,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0,-0.166666666666667,0
"P15","Library","Novel",7,"Second",NA,0.666666666666667,0.166666666666667,0,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0,-0.166666666666667
"P15","LivingRoom","Novel",6,"First",NA,0.833333333333333,0.666666666666667,0.5,0.5,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.333333333333333
"P15","StorageRoom","Novel",5,"First",NA,0.333333333333333,0,0.166666666666667,0.5,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,0
"P16","Bedroom","Familiar",4,"First",NA,0.5,0.166666666666667,0.333333333333333,0.111111111111111,0,0.037037037037037,0.388888888888889,0.166666666666667,0.296296296296296
"P16","Classroom","Familiar",2,"First",NA,0.833333333333333,0.333333333333333,0.666666666666667,0.111111111111111,0,0.037037037037037,0.722222222222222,0.333333333333333,0.62962962962963
"P16","Gym","Familiar",5,"Second",NA,0.5,0.5,0.333333333333333,0.111111111111111,0,0.037037037037037,0.388888888888889,0.5,0.296296296296296
"P16","Library","Novel",7,"First",NA,0.666666666666667,0.333333333333333,0.333333333333333,0.111111111111111,0,0.037037037037037,0.555555555555556,0.333333333333333,0.296296296296296
"P16","LivingRoom","Novel",7,"Second",NA,0.333333333333333,0,0.166666666666667,0.111111111111111,0,0.037037037037037,0.222222222222222,0,0.12962962962963
"P16","StorageRoom","Novel",7,"Second",NA,0.5,0.5,0.333333333333333,0.111111111111111,0,0.037037037037037,0.388888888888889,0.5,0.296296296296296
"P17","Bedroom","Familiar",3,"First",NA,0.833333333333333,0,0.333333333333333,0.277777777777778,0.111111111111111,0.111111111111111,0.555555555555556,-0.111111111111111,0.222222222222222
"P17","Classroom","Familiar",4,"Second",NA,0.666666666666667,0,0.333333333333333,0.277777777777778,0.111111111111111,0.111111111111111,0.388888888888889,-0.111111111111111,0.222222222222222
"P17","Gym","Familiar",4,"First",NA,0.5,0.166666666666667,0,0.277777777777778,0.111111111111111,0.111111111111111,0.222222222222222,0.0555555555555556,-0.111111111111111
"P17","Library","Novel",5,"First",NA,0,0,0,0.277777777777778,0.111111111111111,0.111111111111111,-0.277777777777778,-0.111111111111111,-0.111111111111111
"P17","LivingRoom","Novel",4,"Second",NA,0.333333333333333,0,0.166666666666667,0.277777777777778,0.111111111111111,0.111111111111111,0.0555555555555555,-0.111111111111111,0.0555555555555556
"P17","StorageRoom","Novel",4,"Second",NA,0.333333333333333,0,0.333333333333333,0.277777777777778,0.111111111111111,0.111111111111111,0.0555555555555555,-0.111111111111111,0.222222222222222
"P18","Bedroom","Familiar",2,"Second",NA,0.666666666666667,0,0.333333333333333,0.388888888888889,0.111111111111111,0.12962962962963,0.277777777777778,-0.111111111111111,0.203703703703704
"P18","Classroom","Familiar",5,"Second",NA,0.333333333333333,0,0,0.388888888888889,0.111111111111111,0.12962962962963,-0.0555555555555556,-0.111111111111111,-0.12962962962963
"P18","Gym","Familiar",3,"First",NA,0.833333333333333,0.666666666666667,0.166666666666667,0.388888888888889,0.111111111111111,0.12962962962963,0.444444444444444,0.555555555555556,0.037037037037037
"P18","Library","Novel",6,"Second",NA,0.666666666666667,0.166666666666667,0.166666666666667,0.388888888888889,0.111111111111111,0.12962962962963,0.277777777777778,0.0555555555555556,0.037037037037037
"P18","LivingRoom","Novel",7,"First",NA,0.333333333333333,0,0,0.388888888888889,0.111111111111111,0.12962962962963,-0.0555555555555556,-0.111111111111111,-0.12962962962963
"P18","StorageRoom","Novel",4,"First",NA,0.666666666666667,0.333333333333333,0.166666666666667,0.388888888888889,0.111111111111111,0.12962962962963,0.277777777777778,0.222222222222222,0.037037037037037
"P19","Bedroom","Familiar",5,"First",NA,0.666666666666667,0.166666666666667,0.166666666666667,0.388888888888889,0.0555555555555556,0.12962962962963,0.277777777777778,0.111111111111111,0.037037037037037
"P19","Classroom","Familiar",2,"Second",NA,0.666666666666667,0.5,0.333333333333333,0.388888888888889,0.0555555555555556,0.12962962962963,0.277777777777778,0.444444444444444,0.203703703703704
"P19","Gym","Familiar",3,"Second",NA,0.833333333333333,0.166666666666667,0,0.388888888888889,0.0555555555555556,0.12962962962963,0.444444444444444,0.111111111111111,-0.12962962962963
"P19","Library","Novel",7,"Second",NA,0.5,0.333333333333333,0.166666666666667,0.388888888888889,0.0555555555555556,0.12962962962963,0.111111111111111,0.277777777777778,0.037037037037037
"P19","LivingRoom","Novel",6,"First",NA,0.5,0.166666666666667,0.333333333333333,0.388888888888889,0.0555555555555556,0.12962962962963,0.111111111111111,0.111111111111111,0.203703703703704
"P19","StorageRoom","Novel",6,"First",NA,0.5,0.333333333333333,0.333333333333333,0.388888888888889,0.0555555555555556,0.12962962962963,0.111111111111111,0.277777777777778,0.203703703703704
"P20","Bedroom","Familiar",7,"Second",NA,0.5,0.5,0.166666666666667,0.111111111111111,0.111111111111111,0.037037037037037,0.388888888888889,0.388888888888889,0.12962962962963
"P20","Classroom","Familiar",4,"First",NA,0,0,0,0.111111111111111,0.111111111111111,0.037037037037037,-0.111111111111111,-0.111111111111111,-0.037037037037037
"P20","Gym","Familiar",3,"Second",NA,0.5,0.333333333333333,0.333333333333333,0.111111111111111,0.111111111111111,0.037037037037037,0.388888888888889,0.222222222222222,0.296296296296296
"P20","Library","Novel",2,"First",NA,0,0,0,0.111111111111111,0.111111111111111,0.037037037037037,-0.111111111111111,-0.111111111111111,-0.037037037037037
"P20","LivingRoom","Novel",5,"First",NA,0.666666666666667,0.666666666666667,0.5,0.111111111111111,0.111111111111111,0.037037037037037,0.555555555555556,0.555555555555556,0.462962962962963
"P20","StorageRoom","Novel",6,"Second",NA,0.166666666666667,0,0,0.111111111111111,0.111111111111111,0.037037037037037,0.0555555555555556,-0.111111111111111,-0.037037037037037
"P22","Bedroom","Novel",5,"Second",NA,0.666666666666667,0.333333333333333,0.166666666666667,0.222222222222222,0.0555555555555556,0.0925925925925926,0.444444444444444,0.277777777777778,0.0740740740740741
"P22","Classroom","Novel",7,"Second",NA,0.166666666666667,0,0,0.222222222222222,0.0555555555555556,0.0925925925925926,-0.0555555555555556,-0.0555555555555556,-0.0925925925925926
"P22","Library","Familiar",2,"First",NA,0.333333333333333,0,0.166666666666667,0.222222222222222,0.0555555555555556,0.0925925925925926,0.111111111111111,-0.0555555555555556,0.0740740740740741
"P22","LivingRoom","Familiar",3,"First",NA,0.333333333333333,0.166666666666667,0.166666666666667,0.222222222222222,0.0555555555555556,0.0925925925925926,0.111111111111111,0.111111111111111,0.0740740740740741
"P23","Bedroom","Novel",6,"First",NA,1,0.833333333333333,0.166666666666667,0.5,0.388888888888889,0.166666666666667,0.5,0.444444444444444,0
"P23","Classroom","Novel",5,"First",NA,0.666666666666667,0.666666666666667,0,0.5,0.388888888888889,0.166666666666667,0.166666666666667,0.277777777777778,-0.166666666666667
"P23","Gym","Novel",6,"First",NA,0.666666666666667,0.5,0.166666666666667,0.5,0.388888888888889,0.166666666666667,0.166666666666667,0.111111111111111,0
"P23","Library","Familiar",4,"Second",NA,0.5,0.333333333333333,0.166666666666667,0.5,0.388888888888889,0.166666666666667,0,-0.0555555555555556,0
"P23","LivingRoom","Familiar",4,"Second",NA,0.5,0.333333333333333,0.166666666666667,0.5,0.388888888888889,0.166666666666667,0,-0.0555555555555556,0
"P23","StorageRoom","Familiar",7,"Second",NA,1,0.666666666666667,0.166666666666667,0.5,0.388888888888889,0.166666666666667,0.5,0.277777777777778,0
"P24","Bedroom","Novel",6,"Second",NA,0.166666666666667,0,0,0.333333333333333,0.0555555555555556,0.0740740740740741,-0.166666666666667,-0.0555555555555556,-0.0740740740740741
"P24","Classroom","Novel",6,"Second",NA,0.333333333333333,0.333333333333333,0,0.333333333333333,0.0555555555555556,0.0740740740740741,0,0.277777777777778,-0.0740740740740741
"P24","Gym","Novel",7,"First",NA,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.0555555555555556,0.0740740740740741,0.333333333333333,0.277777777777778,0.0925925925925926
